neighbourhood,property_type,price,rooms,baths,area,age,garages,stratum,neighbourhood_fuzzy,property_type_Encoded,neighbourhood_Encoded
ZUÑIGA,APARTAMENTO,500000000,3.0,2.0,80.0,2.0,1,5,ZUÑIGA,1,592
LAS LOMITAS,APARTAMENTO,308000000,2.0,2.0,60.0,3.0,1,4,LAS LOMITAS,1,296
LOMA DEL ATRAVESADO,CASA,1100000000,3.0,4.0,200.0,1.0,2,5,LOMA DEL ATRAVESADO,2,315
LA MADERA,APARTAMENTO,290000000,3.0,2.0,67.0,1.0,1,3,LA MADERA,1,257
LOS ALCAZARES,APARTAMENTO,490000000,3.0,2.0,78.0,1.0,1,4,LOS ALCAZARES,1,329
LAS PALMAS,CASA,5300000000,4.0,4.0,695.0,2.0,4,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
EL CAMPESTRE,APARTAMENTO,1100000000,3.0,5.0,280.0,1.0,2,6,LOMA DEL CAMPESTRE,1,318
CALASANZ,APARTAMENTO,285000000,2.0,2.0,58.0,0.0,1,4,CALASANZ,1,72
CALASANZ,APARTAMENTO,320000000,3.0,2.0,72.0,2.0,1,4,CALASANZ,1,72
VEGAS DE LA DOCTORA,APARTAMENTO,400000000,3.0,2.0,70.0,1.0,1,3,LA DOCTORA,1,236
TORRES DE SANTA BARBARA,APARTAMENTO,350000000,4.0,2.0,90.0,3.0,0,3,TORRES DE SANTA BARBARA,1,512
LOMA DEL ESCOBERO,APARTAMENTO,440000000,4.0,3.0,86.0,0.0,1,5,ESCOBERO,1,178
ENVIGADO,APARTAMENTO,320000000,3.0,2.0,60.0,0.0,1,5,ENVIGADO,1,174
LOMA DEL ATRAVESADO ENVIGADO,APARTAMENTO,870000000,3.0,5.0,158.0,2.0,2,5,ENVIGADO,1,174
ROBLEDO,APARTAMENTO,198000000,3.0,2.0,98.0,3.0,0,2,ROBLEDO,1,437
VEGAS DE LA DOCTORA,APARTAMENTO,424000000,2.0,2.0,86.0,1.0,1,3,LA DOCTORA,1,236
TRANSVERSAL INTERMEDIA,CASA,1150000000,3.0,4.0,216.0,3.0,2,5,TRANSVERSAL INTERMEDIA,2,517
ROBLEDO,APARTAMENTO,380000000,4.0,2.0,108.0,2.0,0,3,ROBLEDO,1,437
ALQUERIA DE SAN ISIDRO,CASA,2250000000,4.0,5.0,325.0,4.0,2,5,ALQUERIA DE SAN ISIDRO,2,12
PAN DE AZUCAR,APARTAMENTO,369900000,3.0,2.0,74.0,0.0,1,4,PAN DE AZUCAR,1,393
SAN MARCOS,CASA,850000000,4.0,3.0,220.0,4.0,1,4,SAN MARCOS,2,463
LAS PALMAS,CASA,3300000000,5.0,5.0,400.0,1.0,4,5,ABURRA SUR ALTO DE LAS PALMAS,2,2
SAN DIEGO,APARTAMENTO,410000000,3.0,2.0,70.0,3.0,0,4,SAN DIEGO,1,452
ARANJUEZ,CASA,235000000,3.0,2.0,75.0,4.0,0,3,ARANJUEZ,2,24
LA FE,APARTAMENTO,403000000,1.0,1.0,47.0,0.0,1,5,LA FE,1,241
CALASANZ,CASA,547000000,3.0,3.0,154.0,3.0,1,4,CALASANZ,2,72
SURAMERICA,CASA,1120000000,4.0,3.0,196.0,1.0,2,4,SURAMERICA,2,501
SAN JOSE,APARTAMENTO,750000000,3.0,4.0,130.0,2.0,2,4,CONJUNTO RESIDENCIAL SAN JOSE,1,121
ASDESILLAS,APARTAMENTO,420000000,3.0,2.0,75.0,1.0,1,4,ASDESILLAS,1,28
BELEN ROSALES,APARTAMENTO,710000000,3.0,4.0,110.0,0.0,1,5,BELEN,1,44
DITAIRES,APARTAMENTO,365200000,3.0,2.0,71.0,1.0,1,4,DITAIRES,1,129
LA FERRERIA,APARTAMENTO,320000000,2.0,2.0,63.0,1.0,1,4,LA FE,1,241
LA ALDEA,APARTAMENTO,250000000,2.0,3.0,52.0,1.0,0,3,LA ALDEA,1,212
ZUÑIGA,APARTAMENTO,650000000,3.0,3.0,141.0,2.0,1,5,ZUÑIGA,1,592
LAS PALMAS,CASA,2600000000,3.0,4.0,340.0,1.0,2,5,ABURRA SUR ALTO DE LAS PALMAS,2,2
ROBLEDO,APARTAMENTO,185000000,3.0,1.0,53.0,0.0,0,3,ROBLEDO,1,437
SANTA ROSA DE LIMA,APARTAMENTO,210000000,1.0,1.0,47.0,0.0,0,3,SANTA ROSA DE LIMA,1,485
EL LLANO (SANTA ELENA),CASA,2300000000,4.0,2.0,400.0,2.0,2,4,EL LLANO (SANTA ELENA),2,151
EL POBLADO,APARTAMENTO,3800000000,4.0,5.0,490.0,2.0,4,6,ALTOS DEL POBLADO,1,17
LAGOS DE LA DOCTORA,APARTAMENTO,520000000,3.0,2.0,79.0,1.0,1,4,LA DOCTORA,1,236
ALDEA VERDE,APARTAMENTO,485000000,3.0,2.0,97.0,1.0,1,3,ALDEA VERDE,1,7
LOPEZ DE MESA,CASA,185000000,4.0,2.0,70.0,3.0,0,3,MESA,2,357
CIUDADELA DEL VALLE,APARTAMENTO,280000000,3.0,2.0,59.0,2.0,1,3,CIUDADELA DEL VALLE,1,109
BELEN LAS MERCEDES,APARTAMENTO,255000000,3.0,1.0,75.0,0.0,0,3,BELEN,1,44
SURAMERICA,APARTAMENTO,340000000,2.0,2.0,67.0,1.0,1,4,SURAMERICA,1,501
FLORIDA NUEVA,APARTAMENTO,625000000,3.0,2.0,131.0,4.0,2,5,FLORIDA NUEVA,1,190
CALASANZ,APARTAMENTO,450000000,5.0,3.0,138.0,4.0,1,4,CALASANZ,1,72
MALIBU,APARTAMENTO,630000000,3.0,3.0,120.0,0.0,1,5,MALIBU,1,347
DITAIRES,CASA,470000000,3.0,3.0,110.0,2.0,1,4,DITAIRES,2,129
LA DOCTORA,APARTAMENTO,410000000,3.0,2.0,75.0,1.0,1,3,LA DOCTORA,1,236
LOMA EL ATRAVESADO,APARTAMENTO,730000000,3.0,3.0,97.0,1.0,2,5,LOMA EL ATRAVESADO,1,322
EL DANUBIO,CASA,1500000000,7.0,6.0,325.0,2.0,0,3,EL DANUBIO,2,145
CALASANZ PARTE ALTA,APARTAMENTO,270000000,3.0,2.0,75.0,1.0,0,4,CALASANZ,1,72
KENNEDY,CASA,260000000,3.0,1.0,72.0,0.0,0,3,KENNEDY,2,208
EL POBLADO,APARTAMENTO,630000000,3.0,3.0,87.0,0.0,2,6,ALTOS DEL POBLADO,1,17
LA PILARICA,APARTAMENTO,310000000,3.0,2.0,68.0,3.0,1,5,LA PILARICA,1,268
CENTRO,APARTAMENTO,300000000,2.0,2.0,62.0,1.0,1,4,CENTRO,1,101
SEÑORIAL,APARTAMENTO,260000000,3.0,2.0,70.0,0.0,0,3,SEÑORIAL,1,496
PRADO CENTRO MEDELLIN,APARTAMENTO,270000000,3.0,2.0,82.0,1.0,0,4,CENTRO,1,101
SANTA CATALINA,CASA,990000000,3.0,3.0,202.0,1.0,1,4,SANTA CATALINA,2,472
DITAIRES,APARTAMENTO,265000000,3.0,2.0,63.0,1.0,0,3,DITAIRES,1,129
EL RODEO,APARTAMENTO,310000000,3.0,2.0,65.0,1.0,1,3,EL RODEO,1,160
SEÑORIAL,APARTAMENTO,500000000,3.0,2.0,75.0,1.0,1,4,SEÑORIAL,1,496
LA FLORESTA,CASA,360000000,4.0,2.0,112.0,3.0,0,3,LA FLORESTA,2,244
CAICEDO,CASA,230000000,3.0,2.0,92.0,0.0,0,2,CAICEDO,2,70
LOMA DE LOS BENEDICTINOS,APARTAMENTO,695000000,2.0,3.0,94.0,3.0,2,5,BENEDICTINOS,1,52
TRIANA,APARTAMENTO,215000000,3.0,2.0,60.0,2.0,0,2,TRIANA,1,522
QUINTAS DE LA QUINTA,APARTAMENTO,220000000,3.0,2.0,50.0,0.0,0,3,QUINTAS DE LA QUINTA,1,429
LA CANDELARIA,APARTAMENTO,885000000,3.0,3.0,200.0,4.0,2,6,LA CANDELARIA,1,226
CALASANZ PARTE BAJA,APARTAMENTO,299000000,2.0,2.0,60.0,3.0,1,5,CALASANZ,1,72
LOMA DE LOS BERNAL,APARTAMENTO,425000000,3.0,2.0,70.0,0.0,1,4,LOMA DE LOS BERNAL,1,311
ZUÑIGA,CASA,1800000000,4.0,6.0,338.0,2.0,4,6,ZUÑIGA,2,592
ALTO DE LAS PALMAS,CASA,3500000000,3.0,4.0,1800.0,0.0,1,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
EL DORADO,APARTAMENTO,510000000,3.0,3.0,87.0,1.0,1,4,EL DORADO,1,147
LOMA DE LAS BRUJAS,APARTAMENTO,770000000,2.0,2.0,96.0,1.0,1,5,LOMA DE LAS BRUJAS,1,309
KENNEDY,CASA,370000000,3.0,2.0,84.0,0.0,0,4,KENNEDY,2,208
SANTA CATALINA,CASA,2800000000,5.0,5.0,1000.0,1.0,4,5,SANTA CATALINA,2,472
PARQUE RESIDENCIAL LA SABANA,APARTAMENTO,535000000,3.0,2.0,88.0,1.0,1,4,PARQUE RESIDENCIAL LA SABANA,1,399
CIUDAD DEL RIO,APARTAMENTO,454000000,3.0,2.0,67.0,2.0,1,5,CIUDAD DEL RIO,1,108
AVES MARIA,APARTAMENTO,670000000,2.0,3.0,109.0,0.0,3,6,AVES MARIA,1,35
LOMA DE LAS BRUJAS,APARTAMENTO,635000000,3.0,2.0,90.0,1.0,1,5,LOMA DE LAS BRUJAS,1,309
VIVIENDAS DEL SUR,APARTAMENTO,305000000,3.0,2.0,65.0,1.0,1,3,VIVIENDAS DEL SUR,1,582
EL CHINGUI,APARTAESTUDIO,390000000,3.0,2.0,64.0,2.0,1,4,EL CHINGUI,0,141
CENTRO DE LA MODA,APARTAMENTO,260000000,3.0,2.0,58.0,0.0,1,4,CENTRO,1,101
LAS ANTILLAS,APARTAMENTO,510000000,3.0,2.0,107.0,2.0,1,4,LAS ANTILLAS,1,285
UB. RESERVA DE SAN JUAN 2,APARTAMENTO,250000000,2.0,2.0,57.0,0.0,0,3,UB. RESERVA DE SAN JUAN 2,1,527
ASDESILLAS,APARTAMENTO,415000000,3.0,2.0,76.0,1.0,1,4,ASDESILLAS,1,28
LA LOMA DEL INDIO,APARTAMENTO,500000000,3.0,2.0,76.0,2.0,1,4,LOMA DEL INDIO,1,320
HOLANDA,APARTAMENTO,880000000,3.0,3.0,134.89,0.0,2,4,HOLANDA,1,199
LA CANDELARIA,APARTAMENTO,1900000000,3.0,4.0,183.0,1.0,1,6,LA CANDELARIA,1,226
LAURELES,APARTAMENTO,550000000,3.0,3.0,133.0,0.0,0,5,LAURELES,1,303
VILLA HERMOSA,APARTAMENTO,345000000,4.0,2.0,144.0,3.0,0,4,VILLA HERMOSA,1,567
VEREDA SAN JOSE,APARTAMENTO,1700000,3.0,2.0,60.0,0.0,0,3,VEREDA SAN JOSE,1,563
LA PILARICA,APARTAMENTO,360000000,3.0,2.0,79.0,2.0,1,4,LA PILARICA,1,268
PANTANILLO,CASA,1400000000,3.0,4.0,199.0,1.0,2,5,PANTANILLO,2,394
LA FLORIDA,APARTAMENTO,1250000000,3.0,4.0,186.0,0.0,0,6,LA FLORIDA,1,245
MARIA AUXILIADORA,APARTAMENTO,295000000,2.0,2.0,69.0,0.0,1,3,MARIA AUXILIADORA,1,354
CALASANZ,APARTAMENTO,225000000,3.0,2.0,55.0,0.0,0,3,CALASANZ,1,72
ROBLEDO,APARTAMENTO,300000000,4.0,2.0,151.0,0.0,0,3,ROBLEDO,1,437
LOMA DE LAS BRUJAS,APARTAMENTO,1558000000,3.0,5.0,330.0,1.0,2,5,LOMA DE LAS BRUJAS,1,309
LA CANDELARIA,APARTAMENTO,1300000000,3.0,5.0,264.0,4.0,2,6,LA CANDELARIA,1,226
CAMPO VALDEZ,CASA,460000000,6.0,3.0,100.0,3.0,0,3,CAMPO VALDEZ,2,86
EL CARMELO,APARTAMENTO,448000000,2.0,2.0,78.0,1.0,1,4,EL CARMELO,1,137
PONTEVEDRA,APARTAMENTO,510000000,3.0,3.0,90.0,3.0,1,4,PONTEVEDRA,1,415
LA CANDELARIA,APARTAMENTO,1300000000,4.0,5.0,150.0,1.0,3,6,LA CANDELARIA,1,226
VILLA HERMOSA,APARTAMENTO,290000000,4.0,2.0,112.0,0.0,0,3,VILLA HERMOSA,1,567
LAS PALMAS,CASA,3550000000,4.0,4.0,396.0,0.0,0,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
LOMA DEL ESCOBERO,CASA,1600000000,6.0,5.0,1400.0,0.0,1,5,ESCOBERO,2,178
VEREDA SAN JOSE,APARTAMENTO,640000000,3.0,3.0,113.0,0.0,2,4,VEREDA SAN JOSE,1,563
SANTA MARIA DE LOS ANGELES,APARTAMENTO,1500000000,3.0,5.0,330.0,2.0,3,5,SANTA MARIA DE LOS ANGELES,1,481
EL CARMELO,APARTAMENTO,278000000,2.0,2.0,72.0,0.0,2,3,EL CARMELO,1,137
EL TRIANON,APARTAMENTO,465000000,3.0,2.0,71.0,2.0,1,4,EL TRIANON,1,167
JARDINES,APARTAMENTO,590000000,3.0,2.0,126.0,0.0,0,5,JARDINES,1,204
TRANSVERSAL INTERMEDIA,CASA,1100000000,3.0,4.0,240.0,0.0,2,5,TRANSVERSAL INTERMEDIA,2,517
VEGAS DE LA DOCTORA,APARTAMENTO,560000000,2.0,2.0,115.0,1.0,1,4,LA DOCTORA,1,236
EL CARMELO,APARTAMENTO,535000000,3.0,2.0,87.0,1.0,2,4,EL CARMELO,1,137
LAS PALMAS,APARTAMENTO,1100000000,2.0,3.0,93.0,0.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,1,2
URBANIZACION METROPOLITANA,CASA,580000000,4.0,3.0,170.0,0.0,0,0,URBANIZACION METROPOLITANA,2,540
LAS BRUJAS,APARTAMENTO,1450000000,3.0,4.0,274.0,1.0,2,5,LOMA DE LAS BRUJAS,1,309
VEGAS DE LA DOCTORA,APARTAMENTO,750000000,3.0,2.0,107.0,0.0,0,3,LA DOCTORA,1,236
LA FLORIDA,APARTAMENTO,599900000,3.0,2.0,136.0,0.0,2,6,LA FLORIDA,1,245
SIMON BOLIVAR,APARTAMENTO,390000000,3.0,2.0,78.0,0.0,0,4,SIMON BOLIVAR,1,498
PRADOS DE SABANETA,APARTAMENTO,350000000,3.0,2.0,79.0,0.0,1,4,PRADOS DE SABANETA,1,422
LAS LOMITAS,APARTAMENTO,355000000,2.0,2.0,57.0,1.0,1,4,LAS LOMITAS,1,296
BELEN,APARTAMENTO,400000000,3.0,3.0,105.0,2.0,1,3,BELEN,1,44
BUENOS AIRES,APARTAMENTO,240000000,2.0,2.0,65.0,1.0,0,3,BUENOS AIRES,1,65
ALTO DE MISAEL,APARTAMENTO,230000000,3.0,2.0,56.0,0.0,0,2,ALTO DE MISAEL,1,15
LA INDEPENDENCIA,APARTAMENTO,276000000,3.0,2.0,56.0,1.0,1,3,LA INDEPENDENCIA,1,251
CAÑAVERALEJO,APARTAMENTO,350000000,3.0,2.0,69.0,0.0,0,4,CAÑAVERALEJO,1,98
SEÑORIAL,APARTAMENTO,350000000,3.0,2.0,69.0,0.0,1,4,SEÑORIAL,1,496
LA CASTELLANA,CASA,1100000000,6.0,4.0,347.0,4.0,1,5,LA CASTELLANA,2,228
EL POBLADO,APARTAMENTO,950000000,3.0,4.0,127.0,3.0,2,5,ALTOS DEL POBLADO,1,17
ALIADAS,APARTAESTUDIO,190000000,1.0,1.0,65.0,0.0,0,2,ALIADAS,0,10
EL DORADO,APARTAMENTO,1100000000,8.0,6.0,240.0,0.0,0,5,EL DORADO,1,147
EL POBLADO,APARTAMENTO,800000000,3.0,4.0,130.0,2.0,2,6,ALTOS DEL POBLADO,1,17
LA CABAÑA,APARTAMENTO,300000000,3.0,2.0,86.0,1.0,0,4,LA CABAÑA,1,222
MESA,APARTAMENTO,400000000,3.0,2.0,102.0,3.0,0,3,MESA,1,357
LOMA DE LAS BRUJAS,APARTAMENTO,790000000,3.0,2.0,114.0,0.0,1,6,LOMA DE LAS BRUJAS,1,309
CALLE LARGA,APARTAMENTO,410000000,3.0,2.0,96.0,0.0,0,3,CALLE LARGA,1,76
LA MAGNOLIA,APARTAMENTO,1550000000,3.0,4.0,157.0,1.0,2,5,LA MAGNOLIA,1,258
BELEN LA MOTA,CASA,575000000,4.0,3.0,110.0,3.0,1,4,BELEN,2,44
ALCALA,CASA,700000000,4.0,3.0,193.0,2.0,1,3,ALCALA,2,6
SIMON BOLIVAR,CASA,570000000,5.0,3.0,165.0,4.0,1,5,SIMON BOLIVAR,2,498
SEÑORIAL,APARTAMENTO,400000000,3.0,2.0,65.0,3.0,1,4,SEÑORIAL,1,496
ALTOS DEL POBLADO,CASA,3000000000,8.0,6.0,560.0,3.0,3,6,ALTOS DEL POBLADO,2,17
SURAMERICA,APARTAMENTO,265000000,2.0,2.0,64.0,0.0,1,4,SURAMERICA,1,501
SAN DIEGO,APARTAMENTO,570000000,3.0,3.0,127.0,1.0,1,5,SAN DIEGO,1,452
SURAMERICA,APARTAMENTO,490000000,2.0,2.0,77.0,0.0,0,4,SURAMERICA,1,501
CAMINOS DE LA ROMERIA,APARTAMENTO,245000000,3.0,2.0,69.0,0.0,0,2,CAMINOS DE LA ROMERIA,1,81
SUCRE,APARTAMENTO,165000000,2.0,1.0,34.0,1.0,0,3,SUCRE,1,499
INTERMEDIA,APARTAMENTO,695000000,3.0,3.0,110.0,1.0,2,5,TRANSVERSAL INTERMEDIA,1,517
LOMA DE LAS BRUJAS,APARTAMENTO,825000000,3.0,3.0,113.0,0.0,2,5,LOMA DE LAS BRUJAS,1,309
ALCALA,CASA,800000000,5.0,3.0,132.0,0.0,1,3,ALCALA,2,6
SAN JAVIER,CASA,180000000,5.0,3.0,84.0,0.0,0,1,SAN JAVIER,2,458
CAÑAVERALEJO,APARTAMENTO,300000000,2.0,2.0,58.0,1.0,1,4,CAÑAVERALEJO,1,98
LOS ARIAS,APARTAMENTO,205000000,3.0,2.0,51.0,1.0,0,2,LOS ARIAS,1,332
CALASANZ,APARTAMENTO,260000000,3.0,2.0,53.0,2.0,0,4,CALASANZ,1,72
EL POBLADO,CASA,1200000000,4.0,4.0,223.0,3.0,3,6,ALTOS DEL POBLADO,2,17
BOSTON,APARTAMENTO,250000000,3.0,2.0,74.0,2.0,1,3,BOSTON,1,61
CASTILLA,CASA,450000000,4.0,2.0,120.0,0.0,0,3,CASTILLA,2,95
LA MILAGROSA,CASA,270000000,4.0,2.0,53.0,0.0,0,3,LA MILAGROSA,2,261
LOMA DEL INDIO,APARTAMENTO,445000000,2.0,2.0,62.0,0.0,1,4,LOMA DEL INDIO,1,320
ABURRA SUR LOMA DE LAS BRUJAS,APARTAMENTO,1360000000,3.0,3.0,165.0,1.0,4,5,LOMA DE LAS BRUJAS,1,309
BELEN ROSALES,APARTAMENTO,300000000,2.0,2.0,55.0,0.0,0,5,BELEN,1,44
EL POBLADO,APARTAMENTO,395000000,3.0,2.0,74.0,0.0,1,4,ALTOS DEL POBLADO,1,17
LA AMERICA,APARTAMENTO,290000000,2.0,2.0,77.0,0.0,0,3,LA AMERICA,1,215
NAZARETH,APARTAMENTO,145000000,3.0,1.0,46.0,2.0,0,3,NAZARETH,1,373
BELEN SAN BERNARDO,APARTAMENTO,280000000,2.0,2.0,74.0,3.0,0,3,BELEN,1,44
LA ESTRELLA,APARTAMENTO,220000000,2.0,2.0,58.0,0.0,0,3,LA ESTRELLA,1,240
MARIA AUXILIADORA,APARTAMENTO,240000000,2.0,2.0,55.0,0.0,0,3,MARIA AUXILIADORA,1,354
EL SALADO,APARTAMENTO,445000000,2.0,2.0,74.0,1.0,1,4,EL SALADO,1,162
LAS ANTILLAS,APARTAMENTO,510000000,2.0,2.0,86.0,1.0,1,4,LAS ANTILLAS,1,285
SAN GERMAN,APARTAMENTO,230000000,3.0,2.0,68.0,2.0,0,4,SAN GERMAN,1,457
PAJARITO,APARTAMENTO,177000000000,3.0,1.0,48.0,3.0,0,3,ROBLEDO PAJARITO,1,438
RODEO ALTO,APARTAMENTO,330000000,3.0,2.0,55.0,3.0,0,3,RODEO ALTO,1,440
LAS ESTANCIAS,CASA,180000000,4.0,2.0,84.0,2.0,0,2,LAS ESTANCIAS,2,292
LAS BRUJAS,APARTAMENTO,890000000,3.0,2.0,139.0,0.0,2,5,LOMA DE LAS BRUJAS,1,309
SABANETA CALLE LARGA ,APARTAESTUDIO,270000000,1.0,1.0,47.0,0.0,1,4,CALLE LARGA,0,76
LA PRADERA,CASA,1350000000,3.0,3.0,240.0,1.0,5,5,LA PRADERA,2,271
LA INMACULADA,APARTAMENTO,498000000,3.0,2.0,88.0,1.0,1,4,LA INMACULADA,1,252
LAURELES,APARTAMENTO,1600000000,5.0,5.0,320.0,3.0,4,5,LAURELES,1,303
LA ESTRELLA,APARTAMENTO,235000000,2.0,2.0,60.0,1.0,1,3,LA ESTRELLA,1,240
URBANIZACION SAN BERNARDO,APARTAMENTO,185000000,2.0,2.0,46.0,2.0,0,3,URBANIZACION SAN BERNARDO,1,548
MONTEAZUL,APARTAMENTO,420000000,3.0,2.0,75.0,2.0,1,4,MONTEAZUL,1,366
LA CATEDRAL,CASA,1700000000,3.0,2.0,260.0,3.0,3,4,LA CATEDRAL,2,229
LOMA DE SAN JOSE,APARTAMENTO,670000000,3.0,3.0,112.0,2.0,2,4,LOMA DE SAN JOSE,1,314
LA ALDEA,APARTAMENTO,260000000,2.0,2.0,60.0,1.0,1,4,LA ALDEA,1,212
SABANETA ASDESILLAS,APARTAESTUDIO,195000000,1.0,1.0,40.0,0.0,0,3,SABANETA,0,441
SAN JOSE,APARTAMENTO,880000000,3.0,4.0,147.0,1.0,2,4,CONJUNTO RESIDENCIAL SAN JOSE,1,121
EL POBLADO,APARTAMENTO,1100000000,4.0,4.0,190.0,3.0,1,6,ALTOS DEL POBLADO,1,17
LA FLORESTA,APARTAMENTO,495000000,4.0,3.0,143.0,4.0,2,4,LA FLORESTA,1,244
POBLADO LOS BALSOS N 1,APARTAMENTO,1380000000,3.0,3.0,186.0,1.0,3,6,POBLADO LOS BALSOS N 1,1,413
LOMA DE LAS BRUJAS,APARTAMENTO,2100000000,3.0,5.0,313.0,1.0,3,5,LOMA DE LAS BRUJAS,1,309
CAMINO VERDE,APARTAMENTO,490000000,3.0,2.0,71.0,1.0,2,4,CAMINO VERDE,1,80
LAS FLORES,APARTAMENTO,360000000,4.0,2.0,75.0,0.0,2,4,LAS FLORES,1,293
CUMBRES,APARTAMENTO,715000000,3.0,2.0,95.0,1.0,1,5,CUMBRES,1,128
EL POBLADO,APARTAMENTO,330000000,3.0,2.0,85.0,1.0,0,5,ALTOS DEL POBLADO,1,17
LA CANDELARIA,CASA,700000000,5.0,3.0,140.0,0.0,1,5,LA CANDELARIA,2,226
SANTA MARIA NO. 1,CASA,410000000,6.0,3.0,146.0,1.0,0,3,SANTA MARIA NO. 1,2,483
SABANETA,APARTAMENTO,360000000,3.0,2.0,77.0,1.0,1,4,ZONA CENTRO SABANETA,1,587
OCCIDENTE CALASANZ,APARTAMENTO,450000000,4.0,3.0,140.0,3.0,1,5,CALASANZ,1,72
VILLAGRANDE,CASA,1490000000,6.0,3.0,312.0,0.0,0,5,VILLAGRANDE,2,574
LAURELES,APARTAMENTO,600000000,3.0,2.0,100.0,1.0,1,5,LAURELES,1,303
MIRADOR DEL ESMERALDAL,APARTAMENTO,460000000,2.0,2.0,60.0,0.0,1,4,EL ESMERALDAL,1,149
LA AMERICA,APARTAMENTO,450000000,3.0,2.0,78.0,0.0,1,4,LA AMERICA,1,215
ARANJUEZ,CASA,650000000,8.0,4.0,100.0,0.0,0,3,ARANJUEZ,2,24
SAN ANTONIO DE PRADO,APARTAMENTO,195000000,3.0,2.0,68.0,0.0,0,3,SAN ANTONIO DE PRADO,1,448
EL TRIANON ENVIGADO,APARTAMENTO,589000000,3.0,2.0,84.0,1.0,2,4,ENVIGADO,1,174
ROBLEDO,APARTAMENTO,167000000,3.0,1.0,46.0,0.0,0,3,ROBLEDO,1,437
MONTEAZUL,APARTAMENTO,390000000,2.0,2.0,55.0,2.0,1,4,MONTEAZUL,1,366
CARLOS E RESTREPO,APARTAMENTO,420000000,3.0,3.0,85.0,0.0,1,4,CARLOS E RESTREPO,1,90
EL PORTAL,CASA,560000000,4.0,3.0,109.0,0.0,0,5,EL PORTAL,2,157
ATRAVESADO,CASA,1250000000,3.0,4.0,200.0,2.0,4,5,LOMA EL ATRAVESADO,2,322
EL PESEBRE,APARTAESTUDIO,200000000,1.0,1.0,38.0,1.0,0,3,EL PESEBRE,0,155
MANRIQUE,APARTAMENTO,200000000,2.0,1.0,60.0,0.0,0,3,MANRIQUE,1,351
MADERA,APARTAMENTO,290000000,3.0,2.0,66.0,2.0,1,4,ASOMADERA NO.3,1,30
LOMA DEL CHOCHO,CASA,2200000000,3.0,4.0,226.0,1.0,4,6,LOMA DEL CHOCHO,2,319
SIMON BOLIVAR,CASA,590000000,4.0,3.0,180.0,2.0,1,5,SIMON BOLIVAR,2,498
TRES ESQUINAS,APARTAMENTO,368000000,3.0,2.0,64.0,0.0,1,4,TRES ESQUINAS,1,521
LOMA DEL CHOCHO,CASA,4200000000,5.0,7.0,422.0,3.0,6,5,LOMA DEL CHOCHO,2,319
SURAMERICA,APARTAMENTO,550000000,2.0,2.0,88.0,1.0,1,4,SURAMERICA,1,501
LA DOCTORA,APARTAMENTO,200000000,3.0,2.0,58.0,1.0,0,2,LA DOCTORA,1,236
EL PESEBRE,APARTAMENTO,305000000,2.0,2.0,55.0,0.0,1,3,EL PESEBRE,1,155
ZUÑIGA,CASA,3300000000,4.0,4.0,1850.0,0.0,3,5,ZUÑIGA,2,592
VEREDA SAN JOSE,APARTAMENTO,215000000,3.0,2.0,55.0,1.0,0,3,VEREDA SAN JOSE,1,563
TRES ESQUINAS,APARTAMENTO,310000000,2.0,2.0,55.0,1.0,1,3,TRES ESQUINAS,1,521
LOMA DE LAS BRUJAS,APARTAMENTO,1250000000,3.0,3.0,209.0,0.0,2,4,LOMA DE LAS BRUJAS,1,309
CALASANZ,APARTAMENTO,300000000,2.0,2.0,54.0,1.0,1,4,CALASANZ,1,72
TRES ESQUINAS,APARTAMENTO,265000000,2.0,2.0,64.0,1.0,0,3,TRES ESQUINAS,1,521
SAN DIEGO,APARTAMENTO,312000000,4.0,2.0,92.0,1.0,1,4,SAN DIEGO,1,452
MEDELLIN,CASA,1300000000,3.0,4.0,280.0,4.0,6,4,PRADO CENTRO MEDELLIN,2,421
BUENOS AIRES,APARTAMENTO,150000000,2.0,1.0,40.0,1.0,0,3,BUENOS AIRES,1,65
LA ESTRELLA,CASA,486000000,4.0,3.0,130.0,3.0,0,3,LA ESTRELLA,2,240
LA FLORESTA,APARTAESTUDIO,220000000,1.0,1.0,32.0,4.0,0,5,LA FLORESTA,0,244
ZONA INDUSTRIAL NO. 1,APARTAMENTO,175000000,1.0,1.0,38.0,0.0,0,3,ZONA INDUSTRIAL NO. 1,1,588
LA TABLAZA,APARTAMENTO,209000000,3.0,2.0,53.0,1.0,1,3,LA TABLAZA,1,276
QUINTAS DEL PALMAR,APARTAMENTO,1000000000,3.0,4.0,134.0,0.0,2,5,QUINTAS DEL PALMAR,1,432
SANTA MONICA,APARTAMENTO,290000000,3.0,2.0,72.0,2.0,0,3,SANTA MONICA,1,484
LAS LOMITAS,APARTAMENTO,290000000,2.0,2.0,64.0,1.0,0,4,LAS LOMITAS,1,296
BARRIO CRISTOBAL,APARTAMENTO,410000000,3.0,2.0,113.0,4.0,1,3,BARRIO CRISTOBAL,1,38
CASCUÑA,APARTAMENTO,1100000000000,3.0,4.0,180.0,3.0,3,5,CASCUÑA,1,94
