neighbourhood,latitude,longitude,property_type,price,rooms,baths,area,administration_price,age,garages,stratum
Laureles,6.2431248,-75.5841908,Apartamento,620000000,2,2,111.0,315605.0,3.0,1,5
Camino Verde,6.1655916,-75.5823984,Apartamento,400000000,4,2,112.0,0.0,2.0,,3
Santa lucia,6.2564513,-75.6083659,Casa,420000000,3,2,107.0,0.0,,,3
La virginia,6.3345981,-75.5280344,Apartamento,315000000,3,2,65.0,0.0,1.0,1,3
Sabaneta real,6.2455599,-75.59141939999999,Apartamento,275000000,2,2,57.0,155000.0,1.0,1,4
Camino Verde,6.1538565,-75.5764296,Apartamento,415000000,3,2,74.0,360000.0,1.0,1,4
Mesa,6.168855499999999,-75.5722299,Apartamento,350000000,3,2,64.0,255000.0,2.0,1,3
Barrio Cristóbal,6.252541,-75.6113062,Apartamento,380000000,4,2,136.0,420000.0,3.0,,4
Aranjuez,6.2806856,-75.5626482,Casa,265000000,3,2,125.0,0.0,2.0,,2
Las palmas,6.2002508,-75.5465522,Apartamento,1190000000,3,3,133.0,400000.0,0.0,2,6
Camino Verde,6.1705603,-75.5927778,Apartamento,370000000,3,2,68.0,248000.0,1.0,1,4
El carmelo,6.1466031,-75.6092275,Apartamento,510000000,3,2,91.0,0.0,,1,4
Aves Maria,6.1438649,-75.6081691,Apartamento,380000000,2,2,73.0,256000.0,1.0,1,3
Calasanz,6.2620495,-75.6075444,Apartamento,290000000,2,2,53.0,157000.0,1.0,,4
San marcos,6.167286499999999,-75.5836963,Casa,843000000,4,3,220.0,0.0,,,5
Zuñiga,6.1772846,-75.5720865,Casa,2250000000,5,6,315.0,893851.0,,,6
Campo valdes no.1,6.275116799999999,-75.55470120000001,Casa,280000000,3,1,97.75,0.0,,,3
sabaneta las lomitas,6.1504856,-75.61687859999999,Apartamento,335000000,3,2,63.0,210000.0,1.0,1,3
Pilsen,6.164329599999999,-75.62860549999999,Apartamento,330000000,3,2,76.0,330000.0,,1,4
La Candelaria,6.2527007,-75.5599261,Apartamento,240000000,2,2,61.0,250312.0,3.0,,4
Castropol,6.216995300000001,-75.5674837,Apartamento,985000000,2,2,136.0,640000.0,2.0,1,6
Norte Navarra,6.345399599999999,-75.53352149999999,Apartamento,370000000,3,2,80.0,246750.0,2.0,2,4
Buenos aires,6.2438752,-75.55666750000002,Casa,315000000,3,3,103.0,0.0,2.0,1,3
la estrella,6.1582488,-75.646276,Casa,700000000,3,3,150.0,250000.0,2.0,2,4
Villa Hermosa,6.2458695,-75.55170269999999,Apartamento,369000000,3,2,131.0,0.0,1.0,,3
Robledo,6.2563108,-75.6253639,Apartamento,156000000,3,1,45.0,0.0,1.0,1,3
El dorado,6.162585200000001,-75.5853432,Apartamento,450000000,3,3,98.0,400000.0,3.0,1,4
ITAGUI,6.1681832,-75.6190324,Apartamento,470000000,2,2,88.0,0.0,1.0,1,4
Las palmas,6.2476376,-75.56581530000001,Apartamento,480000000,2,2,64.0,282000.0,1.0,1,6
El dorado,6.1612296,-75.58750289999999,Apartamento,350000000,3,2,60.0,243000.0,3.0,1,3
PUEBLO VIEJO,6.1343423,-75.6354246,Apartamento,270000000,2,2,54.0,0.0,1.0,,3
Loma del Chocho,6.170407,-75.5757502,Apartamento,1200000000,3,5,160.0,600000.0,1.0,2,5
Las Lomitas,6.1542784,-75.6036231,Apartamento,225000000,2,2,52.0,123000.0,1.0,,4
Miraflores,6.2382839,-75.55358609999999,Apartamento,151000000000,2,1,40.0,106000.0,1.0,,3
Simón Bolivar,6.246588,-75.6064494,Casa,700000000,4,3,185.0,0.0,3.0,1,5
Centro administrativo,6.2501091,-75.5640128,Apartamento,695000000,3,2,250.0,0.0,,1,4
La finca,INVALID,INVALID,Apartamento,325000000,3,2,60.0,290000.0,,1,3
san remo,6.1406652,-75.6216772,Apartamento,455000000,3,2,79.0,0.0,1.0,,4
la doctora,6.150487699999999,-75.6115566,Apartamento,690000000,3,4,115.0,0.0,,2,4
Brujas,6.1697559,-75.5696993,Apartamento,580000000,1,2,63.0,275000.0,,1,5
Envigado,6.167286499999999,-75.5836963,Apartamento,329000000,3,2,60.0,354000.0,4.0,1,4
Parque residencial la sabana,6.15377,-75.6159788,Apartamento,290000000,3,2,65.0,130000.0,1.0,1,3
Las esmeraldas,6.170374799999999,-75.5676977,Apartamento,790000000,2,3,116.0,750000.0,1.0,2,5
Camino Verde,6.165429,-75.5835618,Apartamento,360000000,4,2,104.0,30000.0,2.0,1,3
Las Palmas,6.238662499999999,-75.564787,Casa,10000000000,3,3,700.0,980000.0,1.0,6,5
Simón Bolivar,6.246673899999999,-75.60545359999999,Casa,780000000,3,3,156.0,0.0,4.0,3,5
Ditaires,6.1708647,-75.6329129,Apartamento,330000000,3,2,67.0,200000.0,,1,3
Los Balsos,6.2476376,-75.56581530000001,Apartamento,1190000000,3,3,200.0,845000.0,3.0,2,6
Guayabal,6.2016835,-75.5931246,Casa,345000000,4,3,132.0,155000.0,3.0,,3
DITAIRES,6.1681832,-75.6190324,Apartamento,140000000,2,1,46.0,0.0,1.0,,2
Jardines del montiel,6.178346899999999,-75.574462,Apartamento,980000000,3,4,132.0,520000.0,1.0,2,5
PARQUE PRINCIPAL,6.166243199999999,-75.62123969999999,Apartamento,300000000,2,2,63.0,285000.0,,1,3
san joaquin,6.1499947,-75.6145658,Apartamento,420000000,3,2,75.0,252000.0,1.0,1,4
el dorado,6.1594608,-75.5859275,Apartamento,290000000,2,2,70.0,10000.0,3.0,,3
Calasanz,6.268142699999999,-75.60090570000001,Apartamento,330000000,4,2,79.0,270000.0,,1,4
Guayaquil,6.1841021,-75.5717794,Apartamento,320000000,4,3,96.0,0.0,2.0,1,6
Santa rosa de lima,6.2650516,-75.6031234,Apartamento,490000000,3,2,84.0,270000.0,2.0,1,4
Maria auxiliadora,6.1518883,-75.6000565,Apartamento,220000000,3,2,51.0,145000.0,1.0,,4
Barrio Cristóbal,6.248625199999999,-75.60915829999999,Casa,700000000,3,2,88.0,0.0,,,3
Alcala,6.1702162,-75.5879999,Casa,2000000000,4,2,183.0,0.0,3.0,,4
El Salvador,6.2476376,-75.56581530000001,Apartamento,450000000,3,3,228.0,0.0,3.0,1,3
Pan de azucar,6.1412631,-75.61104139999999,Apartamento,222000000,3,2,58.0,109000.0,1.0,,3
La pradera,6.1670839,-75.57805540000001,Apartamento,480000000,4,3,112.0,0.0,4.0,,3
Prados de sabaneta,6.1515721,-75.62481869999999,Apartamento,415000000,3,2,75.0,210000.0,,1,4
aves maría,6.1462254,-75.61550749999999,Apartamento,495000000,3,2,84.0,442000.0,2.0,2,4
Robledo,6.2801643,-75.58705479999999,Apartamento,244000000,2,2,53.0,0.0,2.0,1,3
San jose,6.1618717,-75.6387149,Casa,250000000,3,1,108.0,0.0,,,2
San jose,6.1424137,-75.6175353,Casa,1300000000,4,3,280.0,360000.0,1.0,1,4
Maria auxiliadora,6.1520778,-75.6008228,Apartamento,230000000,2,2,51.0,120000.0,0.0,,3
Loma del Escobero,6.167286499999999,-75.5836963,Casa,1800000000,3,4,270.0,0.0,,,6
Santa ana,6.1533454,-75.6140459,Apartamento,350000000,3,2,89.0,0.0,1.0,,4
Simón Bolivar,6.2430012,-75.6048047,Apartamento,550000000,3,2,102.0,0.0,4.0,1,5
Campo amor,6.222169,-75.5875773,Apartamento,350000000,3,2,91.0,0.0,1.0,,4
la estrella,6.1526068,-75.65184119999999,Apartamento,170000000,2,2,50.0,0.0,0.0,,5
Las Cometas,6.167286499999999,-75.5836963,Apartamento,515000000,4,3,95.0,130000.0,1.0,1,3
Vegas de la doctora,6.1504856,-75.61687859999999,Apartamento,490000000,2,2,86.0,299000.0,1.0,1,4
La Pilarica,6.2770337,-75.5843197,Apartamento,410000000,3,2,82.0,442000.0,1.0,1,4
transversal intermedia,6.1687858,-75.5684664,Casa,850000000,3,4,200.0,550000.0,3.0,2,5
Andalucia,6.3010864,-75.5493335,Casa,160000000,4,2,156.0,0.0,2.0,,2
El Poblado,6.2031368,-75.5840379,Apartamento,1500001500,4,5,252.0,0.0,4.0,2,6
Buenos Aires,6.227731299999999,-75.5429546,Apartamento,152000000,2,1,27.0,0.0,3.0,,2
Conjunto residencial san jose,6.1607892,-75.5822577,Apartamento,315000000,3,2,69.0,253000.0,4.0,1,3
La candelaria,6.2476376,-75.56581530000001,Apartamento,1190000000,3,3,260.0,846000.0,1.0,1,6
Tres esquinas,6.1440746,-75.62151329999999,Apartamento,374767000,3,2,66.0,255812.0,2.0,1,4
pontevedra,6.1816661,-75.579754,Apartamento,670000000,3,2,103.0,405000.0,3.0,2,5
Zuñiga,6.183158199999999,-75.57963509999999,Casa,910000000,4,4,208.0,608700.0,,2,5
Maria auxiliadora,6.1518883,-75.6000565,Apartamento,210000000,3,2,51.0,0.0,1.0,,3
Tres Esquinas,6.1458755,-75.62225219999999,Apartamento,580000000,3,3,107.0,385000.0,1.0,2,4
envigado,6.180641,-75.58786549999999,Apartamento,560000000,3,2,71.0,200000.0,1.0,1,5
ITAGUI,6.195660699999999,-75.59726810000001,Apartamento,240000000,3,2,55.0,0.0,1.0,,4
El Poblado,6.2332766,-75.5690849,Apartamento,580000000,2,2,65.0,0.0,1.0,1,5
Los angeles,6.257534,-75.56141,Apartamento,280000000,3,2,60.0,299000.0,2.0,1,4
La tablaza,6.151144899999999,-75.636623,Apartamento,256000000,2,2,58.0,213000.0,2.0,1,3
Miraflores,6.2410356,-75.5513157,Apartamento,198000000,2,1,52.0,0.0,4.0,,3
El Poblado,6.1832268,-75.56727699999999,Apartamento,2300000000,4,4,451.0,2275000.0,4.0,3,6
El Poblado,6.1923168,-75.5779531,Apartamento,1250000000,3,4,200.0,0.0,,,6
Los naranjos,6.176161800000001,-75.56843789999999,Apartamento,700000000,3,2,124.0,456000.0,3.0,2,5
Vda El Peñasco Via Las Palmas Aeropuerto,6.167286499999999,-75.5836963,Apartamento,870000000,2,2,90.0,0.0,,,5
La mina,6.154015999999999,-75.5822506,Apartamento,235000000,3,2,23500000.0,150000.0,1.0,,3
Altos del poblado,6.216946099999999,-75.555961,Apartamento,662000000,1,2,57.0,300000.0,0.0,1,6
el dorado,6.162585200000001,-75.5853432,Apartamento,380000000,3,2,85.0,468400.0,3.0,1,4
Laureles,6.240592299999999,-75.6028012,Apartamento,660000000,3,3,104.0,200000.0,3.0,1,5
Envigado Trianon,6.167286499999999,-75.5836963,Apartamento,450000000,3,2,68.0,217000.0,1.0,1,4
Palma de mollorca,6.16024,-75.5717967,Apartamento,610000000,2,2,80.0,295000.0,1.0,1,5
Bosques de zuñiga,6.1807972,-75.5818585,Apartamento,685000000,4,2,124.0,390000.0,4.0,1,5
San Antonio de Prado,6.2476376,-75.56581530000001,Apartamento,196000000,2,1,42.0,0.0,1.0,,3
Alcala,6.167286499999999,-75.5836963,Apartamento,560000000,3,2,96.0,100000.0,1.0,1,4
Aures no.1,6.2834575,-75.596802,Apartamento,165000000,2,1,38.0,130000.0,1.0,2,2
La gloria,6.225666899999999,-75.6017615,Apartamento,280000000,4,2,85.0,0.0,3.0,,4
Simon bolivar,6.2789151,-75.5656242,Casa,400000000,3,2,120.0,0.0,2.0,,4
Balcon del trianon,6.1584488,-75.5944006,Apartamento,395000000,2,2,76.0,0.0,1.0,1,3
El Poblado,6.2305847,-75.5782553,Apartamento,330000000,2,2,57.0,0.0,2.0,1,4
Maria auxiliadora,6.1518883,-75.6000565,Apartamento,220000000,3,2,51.0,60000.0,1.0,,2
La América,6.261083699999999,-75.5974248,Apartamento,365000000,3,2,67.0,305000.0,,1,4
San jose,6.1415951,-75.6190058,Apartamento,500000000,3,2,87.0,360000.0,,1,4
Aves Maria,6.1478262,-75.6141902,Apartamento,510000000,2,2,98.0,229000.0,2.0,1,4
Ditaires,6.167792599999999,-75.6318829,Apartamento,339700000,3,2,68.0,267000.0,1.0,1,4
Laureles,6.2354933,-75.6114854,Casa,860000000,5,4,207.0,0.0,2.0,1,5
Guayabal,6.199374199999999,-75.59558779999999,Apartamento,335000000,2,2,50.0,230000.0,,1,4
Bosques de la esmeralda,6.167286499999999,-75.5836963,Apartamento,520000000,3,2,93.0,545000.0,1.0,2,4
San Javier,6.255650900000001,-75.61862649999999,Casa,715000000,8,4,193.0,0.0,2.0,1,3
manrique guadalupe,6.287129999999999,-75.5600388,Apartamento,165000000,3,1,65.0,0.0,,,2
OtraParte,6.1795864,-75.5849961,Apartamento,580000000,3,2,102.0,641000.0,,1,5
Guayaquil,6.2687067,-75.6048502,Apartamento,195700000,2,2,55.0,0.0,2.0,,3
La Ceja,6.0298998,-75.4305712,Apartamento,420000000,4,3,194.0,0.0,1.0,1,3
Laureles,6.2357147,-75.5984289,Apartamento,380000001,3,2,95.0,0.0,2.0,,3
entre amigos,6.269093,-75.55720099999999,Apartamento,550000000,4,3,160.0,0.0,,1,3
sabaneta,6.1504856,-75.61687859999999,Apartamento,330000000,3,2,70.0,260000.0,,1,5
El Poblado,6.209064499999999,-75.5676977,Apartamento,880000000,3,5,195.0,1000000.0,4.0,2,6
El trianon,6.1575376,-75.5931643,Apartamento,635000000,3,2,83.0,0.0,,2,5
Buenos Aires,6.2338201,-75.5405289,Casa,335000000,3,2,110.0,0.0,,,3
Loma del Indio,6.2274509,-75.55939699999999,Apartamento,298000000,3,2,67.0,0.0,,,4
cañaveralejo,6.1449662,-75.6210361,Apartamento,440000000,3,2,87.0,0.0,,1,4
envigado,6.1593788,-75.57025519999999,Apartamento,790000000,3,3,102.0,220000.0,1.0,2,5
Escobero,6.164697200000001,-75.5698841,Apartamento,930000000,3,4,135.0,417000.0,0.0,2,5
Laureles,6.2445701,-75.601008,Apartamento,650000000,3,3,137.0,50000.0,2.0,1,5
Santa fe,6.2226081,-75.5777485,Apartaestudio,390000000,1,1,42.0,230000.0,1.0,1,6
Loma del Chocho,6.176097,-75.5693275,Casa,1700000000,5,4,275.0,0.0,3.0,4,5
La America,6.2508117,-75.6067485,Apartamento,540000000,3,2,133.0,0.0,2.0,1,4
Suramerica,6.1646493,-75.632396,Apartamento,550000000,3,2,86.0,0.0,1.0,1,4
la aldea,6.1513016,-75.6439077,Apartamento,280000000,2,2,63.0,0.0,,1,4
López de Mesa,6.284342499999999,-75.5822506,Apartamento,235000000,3,2,65.0,0.0,3.0,,3
San Germán,6.268339800000001,-75.5873438,Apartamento,410000000,3,2,60.0,300000.0,1.0,1,4
Simon bolivar,6.248664499999999,-75.6041785,Apartamento,495000000,3,2,85.7,197000.0,4.0,1,4
Las antillas,6.155312899999999,-75.5920957,Apartamento,660000000,3,2,84.0,0.0,0.0,1,4
Boston,6.2460881,-75.55750809999999,Apartamento,215000000,3,1,53.0,60000.0,,,4
Simón Bolivar,6.244142900000001,-75.610329,Apartamento,410000000,3,2,77.0,70000.0,3.0,1,5
La mina,6.167286499999999,-75.5836963,Casa,1060000000,3,4,196.0,755000.0,,4,5
Centro,6.168857999999999,-75.61083049999999,Apartamento,280000000,3,2,74.0,0.0,1.0,1,3
Laureles,6.2476376,-75.56581530000001,Apartamento,320000000,2,2,57.0,417950.0,,1,5
San german,6.2707864,-75.5922157,Casa,530000000,3,3,120.0,367700.0,,1,4
LA CUENCA,6.1554781,-75.59759509999999,Apartamento,390000000,3,2,72.0,220000.0,4.0,1,4
LA Mina,6.1530235,-75.58388939999999,Apartamento,330000000,3,2,70.0,0.0,2.0,1,3
cañaveralejo,6.1339488,-75.61905279999999,Apartamento,220000000,3,2,59.0,102000.0,,1,2
ITAGUI,6.1761607,-75.6081167,Apartamento,360000000,3,2,64.0,10000.0,1.0,1,3
Loma de los bernal,6.2477819,-75.602434,Casa,1300000000,5,4,252.0,0.0,2.0,4,5
Laureles,6.2672722,-75.5960972,Casa,610000000,4,3,171.0,0.0,,1,4
Las antillas,6.1555338,-75.58876479999999,Casa,800000000,3,3,142.0,250000.0,2.0,2,6
Cordoba,6.2476376,-75.56581530000001,Apartamento,350000000,3,1,72.0,0.0,2.0,1,3
El chingui,6.167286499999999,-75.5836963,Apartamento,350000000,3,2,73.0,315000.0,3.0,1,4
Loma de San Jose,6.1446616,-75.6212944,Apartamento,275000000,3,2,56.0,120000.0,0.0,1,2
BRISAS DE SAN DIEGO,6.226905500000001,-75.5618534,Apartamento,250000000,2,1,50.0,0.0,,,4
Monteazul,6.1515721,-75.62481869999999,Apartamento,480000000,3,2,60.0,228620.0,0.0,1,4
Nazareth,6.2797874,-75.61609179999999,Apartamento,120000000,3,2,48.0,0.0,2.0,,2
Las Lomitas,6.1498874,-75.6146483,Casa,530000000,3,2,114.0,310000.0,1.0,1,3
Loma del Escobero,6.167286499999999,-75.5836963,Casa,1580000000,3,4,300.0,0.0,,,6
Las casitas,6.158835,-75.6038248,Apartamento,480000000,2,2,65.0,293000.0,1.0,1,4
LA FLORIDA,6.1544461,-75.6083499,Apartamento,371250000,3,3,83.0,0.0,0.0,,4
Robledo,6.284911000000001,-75.6076465,Apartamento,210000000,3,2,50.0,130000.0,,1,3
Laureles,6.2390735,-75.6035543,Apartamento,1500000000,4,5,300.0,1300000.0,,4,4
cañaveralejo,6.143530999999999,-75.6215816,Apartamento,380000000,3,2,75.0,261000.0,1.0,1,3
Simon bolivar sb (centro),6.3409431,-75.5190765,Casa,255000000,3,2,48.0,115000.0,2.0,,3
Pantanillo,6.154057099999999,-75.5324606,Casa,3650000000,5,6,420.0,500000.0,1.0,6,5
Castropol,6.2453653,-75.5616633,Apartamento,380000000,2,2,60.0,455000.0,,1,5
Las Lomitas,6.1493592,-75.60906419999999,Apartamento,460000000,3,2,78.0,0.0,,,4
La paz,6.1621108,-75.5978844,Casa,760000000,3,4,146.0,0.0,3.0,2,5
Zuñiga,6.2245522,-75.56949449999999,Casa,1450000000,4,4,280.0,320000.0,,1,5
Castilla,6.286352,-75.5719609,Apartamento,310000000,4,2,115.0,0.0,,,3
San Javier,6.254557699999999,-75.6195761,Apartamento,300000000,4,2,92.0,0.0,2.0,1,3
Orense,6.180059,-75.58504730000001,Apartamento,890000000,4,4,147.0,930000.0,2.0,2,5
amaga,4.6486179,-74.0890794,Apartamento,118920700,2,1,40.0,0.0,1.0,,2
Las Lomitas,6.1435965,-75.6070099,Apartamento,600000000,3,2,93.0,277000.0,1.0,1,4
Belén,6.2165621,-75.6063752,Apartamento,710000000,3,2,102.0,0.0,,1,5
San diego,6.2476376,-75.56581530000001,Apartamento,350000000,3,2,60.0,240000.0,,1,4
Picacho,6.294759,-75.585161,Apartamento,95000000,3,1,38.0,95000.0,1.0,,3
Robledo,6.2846711,-75.60946009999999,Casa,300000000,4,3,127.0,0.0,1.0,,3
Kennedy,6.291720199999999,-75.5853712,Apartamento,160000000,3,2,51.0,135000.0,,,3
Centro,6.252274099999999,-75.5639187,Apartamento,270000000,5,3,168.0,630000.0,4.0,,4
Guayabal,6.199374199999999,-75.59558779999999,Apartamento,400000000,2,2,73.0,296000.0,1.0,1,4
san lucas,6.1799446,-75.5640593,Casa,1520000000,4,5,450.0,1200000.0,2.0,4,6
San agustin,6.1566347,-75.6269023,Apartamento,430000000,3,2,87.0,320000.0,1.0,1,4
Quebrada la clara,6.168855499999999,-75.5722299,Apartamento,800000000,3,4,120.0,620000.0,1.0,2,5
Loma de las brujas,6.167286499999999,-75.5836963,Casa,775000000,3,3,132.0,0.0,,,5
Santa maria no. 3,6.193033,-75.59322569999999,Apartamento,280000000,3,2,66.0,200000.0,4.0,,3
Carlos e restrepo,6.2476376,-75.56581530000001,Casa,1250000000,4,3,1000.0,0.0,4.0,4,5
Villas del sol,6.188456,-75.6067741,Apartamento,305000000,3,2,61.0,190000.0,0.0,1,3
calle larga,6.151831,-75.6206232,Apartamento,380000000,2,2,76.0,270000.0,1.0,1,4
Calasanz,6.268420700000001,-75.5974841,Apartamento,580000000,3,2,84.0,280000.0,1.0,,4
Calasanz,6.2649021,-75.6037362,Apartamento,390000000,4,2,120.0,0.0,3.0,1,5
FATIMA,6.176523899999999,-75.6089196,Apartamento,305000000,2,2,55.0,200000.0,1.0,1,4
Pilsen,6.166348,-75.6189357,Apartamento,300000000,3,2,68.0,0.0,3.0,1,3
Fac. de veterinaria y zootecnia de la u.,6.2707564,-75.5901087,Apartamento,630000000,3,3,106.0,330000.0,1.0,1,4
Las Palmas,6.238675799999999,-75.5636705,Casa,150000000,2,1,54.0,0.0,3.0,,3
aves maria,6.145470899999999,-75.6140686,Casa,1010000000,4,4,217.0,425000.0,,1,4
El Tesoro,6.2037496,-75.5554712,Apartamento,530000000,3,2,86.0,502000.0,1.0,1,6
Sabaneta real,6.1574831,-75.6143943,Apartamento,339460417,3,2,66.0,0.0,1.0,1,4
Las Palmas,6.154057099999999,-75.5324606,Apartamento,1650000000,2,3,190.0,0.0,1.0,2,6
Escobero,6.149890999999999,-75.575395,Casa,560000000,5,3,140.0,0.0,3.0,1,2
La aldea,6.152705999999999,-75.6398131,Apartamento,230000000,2,2,57.0,0.0,,1,4
El Poblado,6.204139,-75.553893,Apartamento,1945000000,3,4,310.0,1330000.0,1.0,4,6
Suramerica,6.151144899999999,-75.636623,Casa,1600000000,5,6,330.0,720000.0,2.0,4,5
Santa fe,6.223155999999999,-75.58634669999999,Apartamento,830000000,2,2,93.0,0.0,1.0,1,5
Florida nueva,6.251593799999999,-75.5887989,Apartamento,630000000,3,2,100.0,150000.0,4.0,1,5
Las Lomitas,6.149333200000001,-75.6006286,Apartamento,265000000,3,2,56.0,124000.0,,,2
Belén San Bernardo,6.2907897,-75.5752241,Apartamento,350000000,2,2,108.0,0.0,,,3
La tablaza,6.1265605,-75.63553519999999,Apartamento,160000000,2,1,38.0,0.0,1.0,,3
Loma del Indio,6.228069199999999,-75.5604699,Apartamento,110000000,2,1,52.0,0.0,,,2
Loma de los Bernal,6.2196793,-75.6085735,Apartamento,575000000,3,2,80.0,380000.0,2.0,1,3
Urbanizacion montecarlo,6.278273599999999,-75.5935172,Apartamento,278000000,3,2,76.0,180000.0,2.0,1,3
Boston,6.2475786,-75.5557929,Apartamento,495000000,4,3,105.0,120000.0,,1,4
Jesús Nazareno,6.2563883,-75.6079219,Apartamento,150000000,2,1,40.0,105000.0,1.0,,2
Aves Maria,6.1474276,-75.6165055,Apartamento,390000000,3,2,75.0,250000.0,3.0,1,4
La candelaria,6.2601283,-75.5938919,Apartamento,530000000,3,2,105.0,600000.0,,2,5
EL TESORO POBLADO,6.2040342,-75.5554861,Apartamento,3000000000,4,6,556.0,2303000.0,3.0,4,6
El Tesoro,6.208728199999999,-75.6076525,Apartamento,1130000000,3,3,137.0,518000.0,2.0,2,6
Camino verde de las cometas,6.1682638,-75.5882032,Apartamento,355000000,3,2,70.0,223000.0,,1,4
Tres esquinas,6.1792444,-75.585255,Apartamento,500000000,3,2,75.0,0.0,1.0,1,4
transversal intermedia,6.1687858,-75.5684664,Casa,1120000000,3,4,220.0,630000.0,2.0,2,5
SurOriente,6.2476376,-75.56581530000001,Apartamento,1350000000,4,3,260.0,586000.0,3.0,2,6
envigado,6.1563978,-75.60303139999999,Apartamento,390000000,3,2,71.0,330000.0,2.0,1,4
BENEDICTINOS,6.1703188,-75.583922,Casa,1330000000,4,4,180.0,480000.0,3.0,3,5
Los Almendros,6.159878,-75.6005077,Apartamento,392000000,3,2,78.0,398000.0,2.0,1,4
Guayabal,6.199374199999999,-75.59558779999999,Apartamento,450000000,3,2,95.0,265000.0,0.0,1,4
La abadia,6.1812259,-75.5732689,Apartamento,690000000,3,2,121.0,520000.0,3.0,1,6
La raya parte alta,6.1554357,-75.642641,Apartamento,300000000,3,2,65.0,280000.0,1.0,1,3
Belén Los Alpes,6.2304672,-75.60536510000001,Casa,600000000,,,320.0,0.0,,,4
La Tomatera,6.2476376,-75.56581530000001,Apartamento,1850000000,3,4,277.0,0.0,3.0,1,6
Santa elenea sector central,6.2825086,-75.44459719999999,Apartamento,300000000,2,2,67.0,0.0,1.0,,3
Caqueta,6.1554357,-75.642641,Apartamento,290000000,3,2,65.0,250000.0,1.0,1,3
La independencia,6.1653257,-75.61862649999999,Casa,400000000,3,1,100.0,0.0,3.0,,3
Mesa,6.167121,-75.5866787,Apartamento,400000000,3,2,102.0,0.0,2.0,,3
Loma el atravesado,6.151411299999999,-75.5668194,Casa,4500000000,5,8,656.0,860000.0,2.0,8,5
El pesebre,6.2707736,-75.600117,Apartamento,290000000,3,2,55.0,155017.0,,,4
La Almeria,6.2453728,-75.5515371,Apartamento,390000000,2,2,93.0,0.0,1.0,1,5
San gabriel,6.2220007,-75.5934118,Apartamento,217000000,3,2,55.0,0.0,,,3
Poblado Patio Bonito,6.2900081,-75.55419049999999,Apartamento,700000000,4,4,300.0,270000.0,,2,5
Loma del Atravesado,6.1757667,-75.5639271,Casa,3420000000,3,4,448.0,2711126.0,3.0,5,6
Los Almendros,6.1563105,-75.5983776,Apartamento,520000000,3,2,70.0,0.0,1.0,1,4
San Cristobal,6.2795869,-75.634191,Casa,350000000,4,2,170.0,0.0,2.0,,3
ITAGUI,6.1855996,-75.6055322,Apartamento,300000000,3,2,62.0,150000.0,1.0,1,3
Shellmar,6.2226081,-75.5777485,Apartamento,650000000,3,2,84.0,270000.0,1.0,1,4
El trianon,6.1548833,-75.5964321,Apartamento,360000000,3,2,63.0,294000.0,,,4
Cascuña,6.170407,-75.5757502,Apartamento,495000000,3,2,86.0,580000.0,1.0,1,4
Ciudad del Río,6.2213006,-75.5749632,Apartamento,660000000,3,2,87.0,380000.0,1.0,1,5
Castropol,6.2161401,-75.56697,Apartamento,1470000000,5,6,415.0,1689585.0,4.0,2,6
loma de los Benedictinos,6.167286499999999,-75.5836963,Apartamento,815000000,3,4,134.0,0.0,,,6
Campo amor,6.210293099999999,-75.5887989,Apartamento,460000000,2,2,63.0,212000.0,1.0,1,4
Altos del poblado,6.2113162,-75.5541916,Apartamento,2500000000,6,,440.0,1850000.0,3.0,5,6
Sabaneta real,6.1504856,-75.61687859999999,Apartamento,350000000,3,2,73.0,210200.0,1.0,1,3
Cumbres,6.167286499999999,-75.5836963,Apartamento,850000000,3,3,127.0,0.0,,,5
San diego,6.235095299999999,-75.5692213,Apartamento,560000000,3,2,63.0,0.0,0.0,,5
Otro,6.157112,-75.628184,Casa,1350000000,3,4,224.0,700000.0,3.0,2,5
Uribe Angel,6.171468,-75.57595210000001,Apartamento,350000000,2,2,75.0,281300.0,2.0,1,4
Machado,INVALID,INVALID,Apartamento,195000000,2,2,56.0,0.0,1.0,1,3
Calasanz,6.2603824,-75.5986138,Apartamento,300000000,2,2,50.0,130000.0,1.0,1,4
Pajarito,6.280745,-75.6027786,Apartamento,145000000,3,1,48.0,30000.0,2.0,,3
