show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
140,Looking,https://static.tvmaze.com/uploads/images/medium_portrait/0/1961.jpg,"Drama, Comedy, Romance",English,Scripted,Ended,2014-01-19,32,7.2,HBO,2,18,"Jonathan Groff, Frankie J. Alvarez, Murray Bartlett, Lauren Weedman, Russell Tovey, Raúl Castillo","Looking offers up the unfiltered experiences of three close friends living - and loving - in modern-day San Francisco. Friendship may bind them, but each is at a markedly different point in his journey: Patrick is the 29-year-old video game designer getting back into the dating world in the wake of his ex's engagement; aspiring artist Agustín, 31, is questioning the idea of monogamy amid a move to domesticate with his boyfriend; and the group's oldest member - longtime waiter Dom, 39 - is facing middle age with romantic and professional dreams still unfulfilled.The trio's stories intertwine and unspool dramatically as they search for happiness and intimacy in an age of unparalleled choices - and rights - for gay men. Also important to the ‘Looking' mix is the progressive, unpredictable, sexually open culture of the Bay Area, with real San Francisco locations serving as a backdrop for the group's lives. Rounding out the ‘Looking' world are a bevy of dynamic gay men including Kevin, Lynn, and Richie, as well as a wide-range of supporting characters like Dom's roommate Doris, Agustín's boyfriend Frank, and Patrick's co-worker Owen."
141,Getting On,https://static.tvmaze.com/uploads/images/medium_portrait/0/1970.jpg,"Comedy, Medical",English,Scripted,Ended,2013-11-24,30,7.1,HBO,3,18,"Alex Borstein, Laurie Metcalf, Mel Rodriguez, Niecy Nash","From creators Mark V. Olsen and Will Scheffer, the series follows the daily lives of nurses and doctors as they struggle with the darkly comic realities of caring for the elderly in an overwhelmed healthcare system, skewering the petty bureaucracies of modern medical practice in America."
142,Veep,https://static.tvmaze.com/uploads/images/medium_portrait/189/472887.jpg,Comedy,English,Scripted,Ended,2012-04-22,30,7.8,HBO,7,65,"Julia Louis-Dreyfus, Anna Chlumsky, Tony Hale, Reid Scott, Timothy Simons, Matt Walsh, Gary Cole, Kevin Dunn, Sufe Bradshaw, Sarah Sutherland, Sam Richardson, Clea DuVall","Former Senator Selina Meyer has accepted the call to serve as Vice President of the United States. The job is nothing like she imagined and everything she was warned about. Veep follows Meyer and her staff as they attempt to make their mark and leave a lasting legacy, without getting tripped up in the day-to-day political games that define Washington."
143,Silicon Valley,https://static.tvmaze.com/uploads/images/medium_portrait/215/538434.jpg,Comedy,English,Scripted,Ended,2014-04-06,30,8.4,HBO,6,53,"Thomas Middleditch, Martin Starr, Kumail Nanjiani, Zach Woods, Matt Ross, Amanda Crew, Josh Brener, T.J. Miller, Jimmy O. Yang, Suzanne Cryer, Chris Diamantopoulos, Stephen Tobolowsky, Christopher Evan Welch","In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. From Mike Judge comes this satire about a programmer whose game-changing algorithm becomes the subject of a valley-wide bidding war."
144,The Comeback,https://static.tvmaze.com/uploads/images/medium_portrait/616/1541026.jpg,Comedy,English,Scripted,Running,2005-06-05,30,7.9,HBO,3,29,"Damian Young, Lisa Kudrow, Lance Barber, Robert Michael Morris, Laura Silverman, Malin Akerman, Robert Bagnell","The limited comedy series stars Lisa Kudrow as the embattled Valerie Cherish, a fading TV ""It Girl"" who was once so desperate to stay in the spotlight that she allowed cameras to follow her every move as she appeared on a new sitcom - with disastrous results. Now, it's ten years later, and Valerie thinks she has it all figured out this time. She doesn't."
145,House of Lies,https://static.tvmaze.com/uploads/images/medium_portrait/0/2003.jpg,"Drama, Comedy",English,Scripted,Ended,2012-01-08,30,7.9,Paramount+ with Showtime,5,58,"Don Cheadle, Kristen Bell, Ben Schwartz, Josh Lawson, Donis Leonard Jr., Glynn Turman, Dawn Olivieri","Charming, fast talking Marty Kaan and his crack team of management consultants know how to play the corporate game better than anyone, by using every dirty trick in the book to woo powerful CEOs and close huge deals. In the board rooms, barrooms, and bedrooms of the power elite, corruption is business as usual and everyone's out for themselves first. Nothing is sacred in this scathing, irreverent satire of corporate America today."
146,Episodes,https://static.tvmaze.com/uploads/images/medium_portrait/123/309535.jpg,Comedy,English,Scripted,Ended,2011-01-09,30,7.9,Paramount+ with Showtime,5,41,"Matt LeBlanc, Stephen Mangan, Tamsin Greig, Kathleen Rose Perkins, John Pankow, Mircea Monroe","Matt LeBlanc stars as Matt LeBlanc in Episodes, the hilarious comedy series about remaking a comedy series. When husband and wife writing team Sean and Beverly set out to reproduce their British TV hit for an American network, all of their worst fears come true as Hollywood lives up to its reputation for absurdity. Not only does the network cast Matt LeBlanc in the starring role, but Matt takes the lead in deviously twisting their beloved series into a terrible cliché, while testing the couple's marriage with diversions and temptations."
147,Nurse Jackie,https://static.tvmaze.com/uploads/images/medium_portrait/0/2021.jpg,"Drama, Comedy",English,Scripted,Ended,2009-06-08,30,7.8,Paramount+ with Showtime,7,80,"Edie Falco, Merritt Wever, Paul Schulze, Stephen Wallem, Peter Facinelli, Anna Deavere Smith, Ruby Jerins, Dominic Fumusa, Mackenzie Aladjem, Eve Best, Betty Gilpin, Adam Ferrara, Haaz Sleiman","Every day is a matter of life and death in a hectic New York City hospital, but for Nurse Jackie that's the easiest part. Between chronic back pain that won't quit, and a personal life on the constant edge of collapse, it's going to take a white lie here, a bent rule there, and a handful of secret strategies to relieve the pain, and stay one step ahead of total disaster."
148,Web Therapy,https://static.tvmaze.com/uploads/images/medium_portrait/0/2036.jpg,Comedy,English,Scripted,Ended,2011-07-19,30,7.1,Paramount+ with Showtime,4,44,Lisa Kudrow,"Fiona Wallice is a therapist with little patience for her patients. Tired of hearing about people's problems for fifty long minutes, she devises a new treatment, the three-minute video chat. And still, the sessions end up being largely about her. If she's your therapist, you've got problems. Emmy Award® winner Lisa Kudrow co-created, produces and stars in this outrageous therapeutic send-up. Originally produced as webisodes, Web Therapy features an A-list guest cast who, along with Kudrow, improvise their performances with hilarious results."
149,Masters of Sex,https://static.tvmaze.com/uploads/images/medium_portrait/486/1215699.jpg,"Drama, Romance, History",English,Scripted,Ended,2013-09-29,60,7.3,Paramount+ with Showtime,4,46,"Michael Sheen, Lizzy Caplan, Caitlin Fitzgerald, Annaleigh Ashford, Teddy Sears, Nick D'Agosto","Masters of Sex is a drama that portrays the real-life pioneers of the science of human sexuality, William Masters and Virginia Johnson. The series chronicles the unusual lives, romance, and pop culture trajectory of Masters and Johnson. Their research touched off the sexual revolution and took them from a midwestern teaching hospital in St. Louis to the cover of Time magazine and nearly a dozen appearances on Johnny Carson's couch."
150,Shameless,https://static.tvmaze.com/uploads/images/medium_portrait/486/1215661.jpg,"Drama, Comedy, Family",English,Scripted,Ended,2011-01-09,60,8.5,Paramount+ with Showtime,11,134,"William H. Macy, Steve Howey, Emma Kenney, Jeremy Allen White, Shanola Hampton, Ethan Cutkosky, Cameron Monaghan, Emmy Rossum, Christian Isaiah, Noel Fisher, Isidora Goreshter, Justin Chatwin, Emma Greenwell, Kate Miner, Laura Slade Wiggins, Zach McGowan, Emily Bergl, Richard Flood, Jake McDorman","Shameless is a fiercely engaging and fearlessly twisted series. Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are."
151,The Newsroom,https://static.tvmaze.com/uploads/images/medium_portrait/0/2066.jpg,Drama,English,Scripted,Ended,2012-06-24,60,8.4,HBO,3,25,"Jeff Daniels, Emily Mortimer, John Gallagher, Jr., Alison Pill, Thomas Sadoski, Sam Waterston, Olivia Munn, Dev Patel","The Newsroom follows the members of a cable news team on their quixotic mission to do the news well in the face of a fickle audience, corporate mandates and tangled personal relationships."
152,Ray Donovan,https://static.tvmaze.com/uploads/images/medium_portrait/212/531511.jpg,"Drama, Action, Crime",English,Scripted,Ended,2013-06-30,60,8.1,Paramount+ with Showtime,7,82,"Liev Schreiber, Jon Voight, Eddie Marsan, Kerris Dorsey, Dash Mihok, Pooch Hall, Katherine Moennig, Paula Malcomson, Devon Bagby, Steven Bauer, Graham Rogers, Susan Sarandon, Kerry Condon","Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players as the go-to guy who makes the problems of the city's celebrities, superstar athletes, and business moguls disappear. This powerful drama unfolds when his father is unexpectedly released from prison, setting off a chain of events that shakes the Donovan family to its core."
153,Utopia,https://static.tvmaze.com/uploads/images/medium_portrait/0/2090.jpg,,English,Reality,Ended,2014-09-07,60,7.502947368421053,FOX,1,13,,"Get ready to witness the birth of a brave new world. On the daring unscripted series Utopia, 15 pioneering Americans wave goodbye - for an entire year - to the lives they've known, move to a remote location and set out to create a society from scratch. They've got limited supplies, wildly diverse backgrounds and zero bathrooms."
154,Sanctuary,https://static.tvmaze.com/uploads/images/medium_portrait/0/2119.jpg,"Drama, Adventure, Science-Fiction",English,Scripted,Ended,2008-10-03,60,8.0,Syfy,4,59,"Amanda Tapping, Robin Dunne, Ryan Robbins, Christopher Heyerdahl, Agam Darshi, Christopher Heyerdahl, Emilie Ullerup","Sanctuary follows the adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population and a group of strange and sometimes terrifying beings that hide among humans.Along with her new recruit, forensic psychiatrist Dr. Will Zimmerman, her quirky tech wiz Henry and her fearless daughter Ashley, Magnus seeks to protect this threatened phenomena as well as unlock the mysteries behind their existence."
155,Beauty & the Beast,https://static.tvmaze.com/uploads/images/medium_portrait/0/2128.jpg,"Action, Romance, Science-Fiction",English,Scripted,Ended,2012-10-11,60,7.3,The CW,4,70,"Kristin Kreuk, Nina Lisandrello, Jay Ryan, Austin Basis, Nicole Gale Anderson, Sendhil Ramamurthy, Max Brown, Brian White, Amber Skye Noyes, Michael Roark","Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses."
157,The Americans,https://static.tvmaze.com/uploads/images/medium_portrait/146/366911.jpg,"Drama, Espionage",English,Scripted,Ended,2013-01-30,62,8.5,FX,6,75,"Keri Russell, Matthew Rhys, Noah Emmerich, Holly Taylor, Keidrich Sellati, Costa Ronin, Richard Thomas, Lev Gorn, Brandon J. Dirden, Alison Wright, Annet Mahendru, Margo Martindale, Susan Misner, Maximiliano Hernández, Dylan Baker",The Americans is a period drama about the complex marriage of two KGB spies posing as Americans in suburban Washington D.C. shortly after Ronald Reagan is elected President.
158,Fringe,https://static.tvmaze.com/uploads/images/medium_portrait/0/2245.jpg,"Drama, Action, Science-Fiction",English,Scripted,Ended,2008-09-09,61,8.6,FOX,5,100,"John Noble, Joshua Jackson, Anna Torv, Jasika Nicole, Lance Reddick, Blair Brown, Kirk Acevedo, Seth Gabel, Mark Valley","When an international flight lands at Boston's Logan Airport and the passengers and crew have all died grisly deaths, FBI Special Agent Olivia Dunham is called in to investigate. After her partner is nearly killed during the investigation, a desperate Olivia searches frantically for someone to help, leading her to Dr. Walter Bishop, our generation's Einstein. There's only one catch: he's been institutionalized for the last twenty years, and the only way to question him requires pulling his estranged son Peter in to help. When Olivia's investigation leads her to a manipulative corporate executive, she and her team will discover that what happened on Flight 627 is only a small piece of a larger, more shocking truth and will explore the blurring line between the possible and the impossible."
159,State of Affairs,https://static.tvmaze.com/uploads/images/medium_portrait/280/700731.jpg,"Drama, Thriller",English,Scripted,Ended,2014-11-17,60,6.5,NBC,1,13,"Katherine Heigl, Alfre Woodard, Sheila Vand, Adam Kaufman, Cliff Chamberlain, Tommy Savas, Dennis Boutsikaris, Leslie Odom Jr., Matthew Del Negro, Ben Bray","Each day the President is faced with dozens of life and death decisions, and to prioritize the biggest international crises facing the country, one top CIA analyst — Charleston Tucker — assembles the President's Daily Briefing (PDB). This list of the most vital security issues facing the nation brings with it moral and political judgment calls for Charleston and... her trusted group of brilliant analysts at the agency. Aside from the political minefields she has to walk, Charlie has a close personal relationship with the President because she was once engaged to her son before a tragic terrorist attack took his life. Charlie survived that attack and is now determined to bring the perpetrators to justice. Navigating a complex personal life and a pressure-cooker profession is, of course, a challenge, and Charlie sometimes engages in boundary-pushing behavior to avoid facing her grief. But when the clock strikes 2 a.m., she is all about her job — protecting her nation, serving her President and still trying to get to the bottom of her fiancé's murder that will reveal itself as a shocking mystery."
160,Weeds,https://static.tvmaze.com/uploads/images/medium_portrait/545/1362942.jpg,"Drama, Comedy, Crime",English,Scripted,Ended,2005-08-07,30,7.9,Paramount+ with Showtime,8,102,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Andy Milder, Allie Grant, Romany Malco, Tonye Patano",Weeds is based around an american widow (Nancy Botwin) with 2 children who begins selling cannabis for financial gain after the death of her husband. Her family become involved in more and more illegal activities as the show progresses.
161,Dexter,https://static.tvmaze.com/uploads/images/medium_portrait/498/1246067.jpg,"Drama, Crime, Mystery",English,Scripted,Ended,2006-10-01,60,8.4,Paramount+ with Showtime,8,96,"Michael C. Hall, Jennifer Carpenter, David Zayas, Lauren Vélez, James Remar, C.S. Lee, Desmond Harrington, Julie Benz, Geoff Pierson, Aimee Garcia, Erik King","He's smart, he's good looking, and he's got a great sense of humor. He's Dexter Morgan, everyone's favorite serial killer. As a Miami forensics expert, he spends his days solving crimes, and nights committing them. But Dexter lives by a strict code of honor that is both his saving grace and lifelong burden. Torn between his deadly compulsion and his desire for true happiness, Dexter is a man in profound conflict with the world and himself."
